State,Avg Daily Distance(Km),Avg Daily Distance levels(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Engin Capacity Groups,Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Madhya Pradesh,70.18,High Usage,Honda,Unicorn,"$83,002.00 ",2015,833,501-1000 cc,Electric,67.42,First,2015,Active,Dealer,"$40,009.25 ",Tier 1
Uttar Pradesh,42.63,High Usage,Bajaj,Pulsar 150,"$299,244.00 ",2016,833,501-1000 cc,Electric,71.16,Third,2022,Active,Dealer,"$200,024.90 ",Tier 3
Uttar Pradesh,20.09,Lower Usage,Hero,Passion Pro,"$189,400.00 ",2015,833,501-1000 cc,Hybrid,73.5,First,2015,Active,Individual,"$104,117.85 ",Tier 1
Karnataka,20.72,Lower Usage,Royal Enfield,Hunter 350,"$120,011.00 ",2024,833,501-1000 cc,Hybrid,82.52,Third,2024,Not Available,Individual,"$93,841.08 ",Tier 2
Rajasthan,66.03,High Usage,Honda,CBR 650R,"$99,044.00 ",2021,833,501-1000 cc,Electric,94.64,Second,2024,Expired,Individual,"$41,969.94 ",Tier 2
Gujarat,21.77,Moderate Usage,Kawasaki,Vulcan S,"$326,741.00 ",2020,833,501-1000 cc,Hybrid,97.11,First,2020,Active,Dealer,"$189,722.06 ",Tier 3
Rajasthan,17.73,Lower Usage,Yamaha,R15 V4,"$113,798.00 ",2021,833,501-1000 cc,Electric,99.02,Third,2021,Not Available,Dealer,"$52,373.12 ",Tier 2
Karnataka,10.5,Lower Usage,Honda,CBR 650R,"$254,581.00 ",2022,834,501-1000 cc,Petrol,36.04,Second,2022,Expired,Individual,"$181,456.98 ",Tier 2
Tamil Nadu,31.7,Moderate Usage,Yamaha,R15 V4,"$378,815.00 ",2021,834,501-1000 cc,Petrol,38.73,Third,2021,Active,Dealer,"$252,119.09 ",Metro
Karnataka,23.93,Moderate Usage,Bajaj,Avenger 220,"$271,751.00 ",2022,834,501-1000 cc,Petrol,45.19,Third,2023,Not Available,Individual,"$165,372.35 ",Tier 1
Gujarat,15.99,Lower Usage,TVS,Apache RTR 160,"$147,875.00 ",2020,834,501-1000 cc,Petrol,45.34,Third,2023,Expired,Dealer,"$71,760.84 ",Metro
Madhya Pradesh,30.29,Moderate Usage,TVS,Apache RTR 160,"$128,083.00 ",2015,834,501-1000 cc,Petrol,52.4,First,2015,Not Available,Dealer,"$97,976.08 ",Tier 2
Rajasthan,9.09,Lower Usage,Kawasaki,Ninja 400,"$353,747.00 ",2015,834,501-1000 cc,Petrol,57.22,Second,2017,Active,Dealer,"$249,763.15 ",Tier 1
Delhi,35.58,Moderate Usage,TVS,Ronin,"$349,841.00 ",2024,834,501-1000 cc,Electric,62.22,First,2024,Expired,Individual,"$219,869.65 ",Tier 2
Delhi,26.14,Moderate Usage,TVS,NTorq 125,"$351,820.00 ",2021,834,501-1000 cc,Hybrid,66.97,Third,2021,Expired,Individual,"$236,315.24 ",Tier 3
West Bengal,74.43,High Usage,Honda,Dio,"$221,430.00 ",2019,834,501-1000 cc,Hybrid,68.58,Second,2023,Expired,Individual,"$99,057.77 ",Tier 3
West Bengal,72.69,High Usage,KTM,390 Adventure,"$129,300.00 ",2021,834,501-1000 cc,Electric,72.71,Third,2021,Active,Individual,"$82,717.88 ",Tier 3
Madhya Pradesh,27.17,Moderate Usage,Bajaj,CT 100,"$206,192.00 ",2019,834,501-1000 cc,Electric,74.38,First,2019,Expired,Individual,"$88,044.31 ",Tier 2
West Bengal,39.85,Moderate Usage,Hero,Splendor Plus,"$138,954.00 ",2018,834,501-1000 cc,Electric,78.82,Second,2022,Active,Individual,"$82,183.87 ",Tier 2
Gujarat,24.73,Moderate Usage,Royal Enfield,Himalayan,"$92,795.00 ",2015,834,501-1000 cc,Electric,87.2,Third,2018,Not Available,Individual,"$46,824.97 ",Metro
West Bengal,76.24,High Usage,KTM,390 Adventure,"$243,531.00 ",2020,834,501-1000 cc,Electric,87.29,First,2020,Expired,Individual,"$156,146.74 ",Tier 2
Gujarat,77.08,High Usage,Bajaj,Pulsar 150,"$179,134.00 ",2016,834,501-1000 cc,Electric,99.28,First,2016,Not Available,Individual,"$98,788.11 ",Tier 1
Tamil Nadu,52.44,High Usage,TVS,Apache RTR 160,"$217,129.00 ",2016,835,501-1000 cc,Petrol,32.88,Second,2018,Expired,Individual,"$117,030.69 ",Tier 2
Rajasthan,32.05,Moderate Usage,Hero,Passion Pro,"$94,839.00 ",2015,835,501-1000 cc,Petrol,33.07,Second,2023,Not Available,Dealer,"$58,914.19 ",Metro
Madhya Pradesh,45.79,High Usage,Honda,Activa,"$268,594.00 ",2023,835,501-1000 cc,Petrol,39.58,Second,2024,Expired,Individual,"$140,280.29 ",Tier 3
Maharashtra,39.08,Moderate Usage,Royal Enfield,Hunter 350,"$346,064.00 ",2021,835,501-1000 cc,Petrol,47.67,First,2021,Not Available,Individual,"$138,645.53 ",Tier 3
Punjab,65.33,High Usage,Kawasaki,Vulcan S,"$88,446.00 ",2021,835,501-1000 cc,Petrol,49.17,First,2021,Expired,Dealer,"$42,008.39 ",Tier 2
West Bengal,24.34,Moderate Usage,Royal Enfield,Himalayan,"$140,729.00 ",2018,835,501-1000 cc,Petrol,55.99,First,2018,Expired,Dealer,"$86,050.00 ",Metro
Delhi,12.3,Lower Usage,Bajaj,Platina 110,"$322,421.00 ",2021,835,501-1000 cc,Petrol,57.8,Second,2023,Expired,Dealer,"$199,063.02 ",Tier 3
Karnataka,78.02,High Usage,Kawasaki,Z650,"$297,335.00 ",2015,835,501-1000 cc,Electric,64.72,Second,2020,Not Available,Dealer,"$128,081.71 ",Tier 2
Uttar Pradesh,73.87,High Usage,Honda,Shine,"$314,472.00 ",2020,835,501-1000 cc,Electric,71.58,First,2020,Active,Individual,"$181,115.41 ",Tier 1
Delhi,26.32,Moderate Usage,Hero,HF Deluxe,"$311,365.00 ",2021,835,501-1000 cc,Electric,87.64,Third,2023,Expired,Dealer,"$124,969.96 ",Tier 1
Tamil Nadu,23.32,Moderate Usage,KTM,RC 390,"$221,073.00 ",2015,835,501-1000 cc,Hybrid,97.19,Third,2024,Not Available,Individual,"$101,886.71 ",Tier 1
Rajasthan,15.16,Lower Usage,Yamaha,R15 V4,"$160,852.00 ",2019,836,501-1000 cc,Petrol,27.21,First,2019,Not Available,Dealer,"$73,345.45 ",Tier 1
Punjab,29.54,Moderate Usage,Royal Enfield,Meteor 350,"$156,062.00 ",2018,836,501-1000 cc,Petrol,41.42,First,2018,Active,Dealer,"$68,294.08 ",Tier 3
Maharashtra,41.92,High Usage,Royal Enfield,Interceptor 650,"$275,740.00 ",2020,836,501-1000 cc,Petrol,44.46,Second,2022,Active,Dealer,"$201,074.96 ",Tier 1
Punjab,50.58,High Usage,KTM,125 Duke,"$238,829.00 ",2015,836,501-1000 cc,Petrol,45.86,Second,2016,Not Available,Dealer,"$99,740.43 ",Tier 2
Rajasthan,27.24,Moderate Usage,Yamaha,Ray ZR,"$352,289.00 ",2016,836,501-1000 cc,Hybrid,72.58,Second,2020,Active,Individual,"$256,623.52 ",Metro
Rajasthan,21.89,Moderate Usage,KTM,RC 390,"$296,803.00 ",2021,836,501-1000 cc,Hybrid,77.91,Second,2023,Not Available,Dealer,"$124,226.83 ",Tier 2
West Bengal,27.56,Moderate Usage,TVS,Apache RTR 160,"$188,472.00 ",2016,836,501-1000 cc,Hybrid,78.34,Second,2024,Not Available,Individual,"$141,633.45 ",Tier 2
West Bengal,59.96,High Usage,Yamaha,R15 V4,"$244,043.00 ",2019,836,501-1000 cc,Hybrid,83.7,First,2019,Active,Dealer,"$184,696.60 ",Metro
Delhi,34.81,Moderate Usage,Hero,HF Deluxe,"$162,174.00 ",2022,837,501-1000 cc,Petrol,25.24,Second,2024,Active,Individual,"$69,469.79 ",Tier 1
Madhya Pradesh,14.59,Lower Usage,Bajaj,Platina 110,"$323,492.00 ",2015,837,501-1000 cc,Petrol,44.55,Third,2017,Active,Dealer,"$184,925.82 ",Tier 3
Rajasthan,43.13,High Usage,Yamaha,MT-15,"$74,150.00 ",2019,837,501-1000 cc,Hybrid,62.41,Second,2023,Not Available,Individual,"$34,160.93 ",Tier 1
Maharashtra,47.51,High Usage,Royal Enfield,Classic 350,"$59,669.00 ",2018,837,501-1000 cc,Hybrid,73.06,First,2018,Expired,Individual,"$45,615.45 ",Metro
Punjab,68.47,High Usage,TVS,NTorq 125,"$335,083.00 ",2016,837,501-1000 cc,Hybrid,77.32,First,2016,Expired,Individual,"$178,628.60 ",Tier 2
Madhya Pradesh,70.43,High Usage,Kawasaki,Vulcan S,"$293,104.00 ",2019,837,501-1000 cc,Electric,84.95,Third,2024,Expired,Dealer,"$142,177.28 ",Tier 3
Madhya Pradesh,72.2,High Usage,KTM,RC 390,"$358,127.00 ",2022,837,501-1000 cc,Electric,86.82,First,2022,Expired,Individual,"$170,032.47 ",Tier 2
Uttar Pradesh,59.12,High Usage,Yamaha,Ray ZR,"$85,340.00 ",2018,837,501-1000 cc,Electric,87.45,Third,2018,Not Available,Individual,"$46,488.09 ",Tier 3
Tamil Nadu,8.92,Lower Usage,Yamaha,Fascino 125,"$326,280.00 ",2017,837,501-1000 cc,Hybrid,88.88,Second,2023,Expired,Individual,"$203,791.95 ",Tier 3
Maharashtra,35.21,Moderate Usage,TVS,Sport,"$119,456.00 ",2024,837,501-1000 cc,Electric,91.4,First,2024,Expired,Individual,"$84,926.28 ",Metro
Uttar Pradesh,63.7,High Usage,Royal Enfield,Himalayan,"$163,911.00 ",2016,837,501-1000 cc,Electric,94.65,Third,2019,Active,Individual,"$76,521.19 ",Tier 3
Karnataka,11.58,Lower Usage,Kawasaki,Vulcan S,"$174,988.00 ",2018,837,501-1000 cc,Hybrid,96.48,Third,2020,Not Available,Dealer,"$119,878.53 ",Metro
Punjab,31.24,Moderate Usage,Bajaj,Pulsar 150,"$104,829.00 ",2017,837,501-1000 cc,Hybrid,97.62,Second,2020,Not Available,Individual,"$69,605.98 ",Tier 3
Karnataka,74.58,High Usage,Honda,Activa,"$195,672.00 ",2019,837,501-1000 cc,Hybrid,99.31,Second,2022,Expired,Dealer,"$145,255.31 ",Metro
Gujarat,61.3,High Usage,Kawasaki,Ninja 300,"$101,791.00 ",2024,838,501-1000 cc,Petrol,28.85,First,2024,Not Available,Dealer,"$50,215.49 ",Metro
West Bengal,64.99,High Usage,Honda,Unicorn,"$116,927.00 ",2016,838,501-1000 cc,Petrol,34.54,Third,2017,Expired,Dealer,"$73,569.88 ",Tier 1
Gujarat,60.03,High Usage,Kawasaki,Versys 650,"$306,097.00 ",2022,838,501-1000 cc,Petrol,50.84,First,2022,Expired,Dealer,"$234,504.50 ",Tier 3
West Bengal,5.15,Lower Usage,TVS,Ronin,"$341,537.00 ",2018,838,501-1000 cc,Petrol,52.85,Second,2022,Expired,Individual,"$214,058.57 ",Tier 2
Delhi,38.31,Moderate Usage,Bajaj,CT 100,"$361,321.00 ",2021,838,501-1000 cc,Electric,61.66,Second,2022,Not Available,Individual,"$222,257.52 ",Tier 2
Punjab,46.89,High Usage,Royal Enfield,Himalayan,"$139,189.00 ",2019,838,501-1000 cc,Electric,62.77,Second,2024,Active,Individual,"$66,937.35 ",Tier 2
West Bengal,10.65,Lower Usage,Hero,Glamour,"$64,360.00 ",2019,838,501-1000 cc,Hybrid,63.83,Second,2022,Not Available,Individual,"$48,055.41 ",Tier 3
Rajasthan,37.08,Moderate Usage,Bajaj,Dominar 400,"$346,932.00 ",2016,838,501-1000 cc,Electric,75.09,Third,2017,Expired,Dealer,"$239,745.10 ",Tier 2
Tamil Nadu,9.08,Lower Usage,Hero,Glamour,"$346,608.00 ",2023,839,501-1000 cc,Petrol,33.19,Second,2024,Expired,Individual,"$201,219.94 ",Tier 2
Delhi,31.4,Moderate Usage,TVS,NTorq 125,"$67,632.00 ",2023,839,501-1000 cc,Petrol,41.69,Third,2023,Not Available,Individual,"$28,975.91 ",Tier 3
Madhya Pradesh,57.47,High Usage,Yamaha,FZ V3,"$86,444.00 ",2024,839,501-1000 cc,Petrol,52.96,First,2024,Not Available,Dealer,"$43,056.52 ",Tier 1
Tamil Nadu,64.25,High Usage,Kawasaki,Ninja 400,"$328,795.00 ",2024,839,501-1000 cc,Petrol,53.46,First,2024,Expired,Individual,"$251,681.60 ",Metro
Tamil Nadu,26.31,Moderate Usage,KTM,125 Duke,"$257,517.00 ",2017,839,501-1000 cc,Hybrid,66.02,First,2017,Not Available,Individual,"$198,960.59 ",Metro
Punjab,18.36,Lower Usage,KTM,390 Adventure,"$129,070.00 ",2023,839,501-1000 cc,Electric,67.85,Second,2023,Active,Dealer,"$78,938.84 ",Metro
Gujarat,18,Lower Usage,TVS,Apache RTR 160,"$226,142.00 ",2021,839,501-1000 cc,Electric,68.55,Third,2024,Not Available,Individual,"$169,717.83 ",Tier 3
Tamil Nadu,60.79,High Usage,Hero,Passion Pro,"$64,046.00 ",2019,839,501-1000 cc,Electric,71.2,First,2019,Expired,Individual,"$28,106.31 ",Metro
Uttar Pradesh,59.09,High Usage,TVS,NTorq 125,"$365,069.00 ",2022,839,501-1000 cc,Hybrid,72.01,Second,2022,Active,Dealer,"$217,858.58 ",Tier 1
Punjab,11.2,Lower Usage,Bajaj,CT 100,"$286,441.00 ",2019,839,501-1000 cc,Electric,72.62,Second,2020,Not Available,Dealer,"$162,503.45 ",Metro
Madhya Pradesh,27.89,Moderate Usage,Kawasaki,Versys 650,"$268,371.00 ",2019,839,501-1000 cc,Electric,79.66,Second,2020,Active,Dealer,"$201,062.24 ",Tier 3
Punjab,36.53,Moderate Usage,TVS,Jupiter,"$238,313.00 ",2024,839,501-1000 cc,Electric,99.8,Second,2024,Active,Dealer,"$145,352.13 ",Tier 1
Maharashtra,36.95,Moderate Usage,Royal Enfield,Himalayan,"$101,253.00 ",2016,840,501-1000 cc,Petrol,36.84,Third,2016,Active,Dealer,"$47,798.12 ",Tier 2
Punjab,21.3,Moderate Usage,Hero,Xtreme 160R,"$147,038.00 ",2016,840,501-1000 cc,Petrol,37.74,First,2016,Not Available,Individual,"$79,060.50 ",Tier 1
Punjab,34.31,Moderate Usage,Royal Enfield,Meteor 350,"$60,221.00 ",2015,840,501-1000 cc,Petrol,39.21,First,2015,Expired,Individual,"$27,289.29 ",Metro
Karnataka,27.39,Moderate Usage,Kawasaki,Versys 650,"$377,274.00 ",2016,840,501-1000 cc,Petrol,39.55,Second,2021,Active,Individual,"$255,079.79 ",Tier 2
Tamil Nadu,72.23,High Usage,Kawasaki,Z650,"$155,574.00 ",2024,840,501-1000 cc,Petrol,49.8,Second,2024,Expired,Individual,"$121,376.15 ",Tier 1
Maharashtra,53.81,High Usage,Honda,CBR 650R,"$240,294.00 ",2016,840,501-1000 cc,Petrol,55.21,Second,2016,Active,Dealer,"$190,914.91 ",Metro
Rajasthan,41.73,High Usage,KTM,Duke 200,"$320,038.00 ",2024,840,501-1000 cc,Petrol,58.57,First,2024,Active,Individual,"$205,650.98 ",Tier 3
Delhi,70.59,High Usage,Bajaj,Pulsar 150,"$91,635.00 ",2022,840,501-1000 cc,Electric,63.93,Second,2022,Not Available,Individual,"$65,575.78 ",Tier 2
Punjab,67.46,High Usage,Bajaj,CT 100,"$105,860.00 ",2019,840,501-1000 cc,Hybrid,67.08,First,2019,Not Available,Individual,"$83,955.75 ",Tier 2
Rajasthan,78.86,High Usage,Honda,Activa,"$223,617.00 ",2024,840,501-1000 cc,Electric,71.45,Second,2024,Not Available,Individual,"$106,367.40 ",Tier 3
Maharashtra,56.99,High Usage,KTM,390 Adventure,"$298,524.00 ",2021,840,501-1000 cc,Electric,91.98,Third,2022,Expired,Dealer,"$183,698.24 ",Metro
Karnataka,73.12,High Usage,Yamaha,Ray ZR,"$222,978.00 ",2020,840,501-1000 cc,Electric,92.29,First,2020,Not Available,Dealer,"$100,700.37 ",Tier 1
Tamil Nadu,46.6,High Usage,Bajaj,CT 100,"$300,694.00 ",2022,840,501-1000 cc,Hybrid,93.02,First,2022,Expired,Dealer,"$154,332.58 ",Tier 1
Delhi,50.23,High Usage,Honda,Dio,"$227,003.00 ",2016,840,501-1000 cc,Hybrid,96.14,Second,2022,Expired,Individual,"$143,341.70 ",Metro
Karnataka,12.84,Lower Usage,Hero,HF Deluxe,"$243,257.00 ",2017,841,501-1000 cc,Petrol,30.99,Third,2023,Not Available,Dealer,"$106,830.33 ",Tier 2
Punjab,32.69,Moderate Usage,Yamaha,Ray ZR,"$121,226.00 ",2018,841,501-1000 cc,Petrol,31.8,First,2018,Active,Individual,"$70,853.02 ",Tier 1
West Bengal,37.13,Moderate Usage,KTM,250 Duke,"$258,174.00 ",2020,841,501-1000 cc,Petrol,36.44,Third,2024,Expired,Dealer,"$146,691.53 ",Tier 3
Karnataka,75.48,High Usage,Royal Enfield,Hunter 350,"$345,237.00 ",2021,841,501-1000 cc,Petrol,37.55,Second,2024,Active,Individual,"$152,965.87 ",Tier 2
West Bengal,14.65,Lower Usage,KTM,125 Duke,"$110,181.00 ",2017,841,501-1000 cc,Petrol,44.44,First,2017,Expired,Individual,"$74,241.85 ",Tier 2
Punjab,56.34,High Usage,Yamaha,FZ V3,"$386,302.00 ",2023,841,501-1000 cc,Petrol,44.61,Third,2024,Active,Dealer,"$263,613.91 ",Tier 3
Gujarat,41.94,High Usage,Honda,Dio,"$261,343.00 ",2022,841,501-1000 cc,Petrol,45.28,First,2022,Active,Individual,"$196,904.02 ",Tier 3
Tamil Nadu,20.45,Lower Usage,Hero,Splendor Plus,"$378,425.00 ",2019,841,501-1000 cc,Petrol,52.39,Second,2021,Not Available,Individual,"$162,500.49 ",Metro
Tamil Nadu,56.66,High Usage,Kawasaki,Vulcan S,"$295,580.00 ",2016,841,501-1000 cc,Petrol,58.37,First,2016,Expired,Individual,"$222,566.19 ",Tier 2
Madhya Pradesh,60.77,High Usage,Royal Enfield,Interceptor 650,"$209,077.00 ",2021,841,501-1000 cc,Hybrid,63.27,First,2021,Not Available,Dealer,"$85,652.06 ",Tier 1
Tamil Nadu,13.94,Lower Usage,Hero,Glamour,"$164,171.00 ",2020,841,501-1000 cc,Hybrid,64.76,First,2020,Active,Dealer,"$87,548.01 ",Tier 3
Tamil Nadu,36.4,Moderate Usage,Yamaha,FZ V3,"$177,618.00 ",2015,841,501-1000 cc,Electric,81.66,First,2015,Expired,Individual,"$101,324.45 ",Metro
Punjab,34.58,Moderate Usage,TVS,NTorq 125,"$153,645.00 ",2019,841,501-1000 cc,Electric,89.15,First,2019,Active,Dealer,"$80,670.10 ",Tier 3
Punjab,7.4,Lower Usage,TVS,Ronin,"$146,040.00 ",2019,841,501-1000 cc,Electric,89.18,Third,2021,Not Available,Individual,"$101,068.80 ",Tier 2
Delhi,74.52,High Usage,TVS,Sport,"$390,704.00 ",2022,841,501-1000 cc,Hybrid,94.34,Third,2022,Not Available,Dealer,"$195,656.28 ",Tier 2
Karnataka,7.78,Lower Usage,Honda,Activa,"$96,513.00 ",2024,842,501-1000 cc,Petrol,30.88,Second,2024,Not Available,Individual,"$46,338.00 ",Tier 3
Delhi,55.68,High Usage,Honda,Dio,"$270,693.00 ",2019,842,501-1000 cc,Petrol,55.87,Second,2020,Not Available,Dealer,"$163,905.96 ",Tier 1
Tamil Nadu,31.13,Moderate Usage,KTM,250 Duke,"$120,785.00 ",2016,842,501-1000 cc,Electric,60.76,Third,2018,Expired,Dealer,"$58,524.42 ",Tier 1
Delhi,62.26,High Usage,Honda,Unicorn,"$348,727.00 ",2019,842,501-1000 cc,Electric,61.42,First,2019,Expired,Dealer,"$158,967.26 ",Metro
Madhya Pradesh,39.42,Moderate Usage,TVS,Ronin,"$344,479.00 ",2024,842,501-1000 cc,Electric,66.62,Third,2024,Active,Individual,"$207,574.40 ",Tier 2
Delhi,77.52,High Usage,Yamaha,MT-15,"$177,067.00 ",2019,842,501-1000 cc,Hybrid,70.39,First,2019,Not Available,Dealer,"$138,797.55 ",Tier 3
Gujarat,15.65,Lower Usage,TVS,Ronin,"$377,712.00 ",2022,842,501-1000 cc,Electric,76.49,Second,2023,Expired,Dealer,"$276,036.18 ",Tier 1
Uttar Pradesh,24.69,Moderate Usage,Royal Enfield,Interceptor 650,"$227,451.00 ",2024,842,501-1000 cc,Hybrid,77.95,First,2024,Not Available,Individual,"$154,914.72 ",Metro
Punjab,65.22,High Usage,KTM,390 Adventure,"$347,056.00 ",2015,842,501-1000 cc,Electric,81.57,Second,2020,Not Available,Individual,"$207,271.46 ",Tier 2
Karnataka,44.98,High Usage,KTM,125 Duke,"$130,725.00 ",2017,842,501-1000 cc,Hybrid,92.28,First,2017,Active,Individual,"$96,743.97 ",Metro
West Bengal,72.37,High Usage,Hero,Glamour,"$278,492.00 ",2022,842,501-1000 cc,Hybrid,95.94,Third,2023,Active,Dealer,"$199,033.91 ",Tier 2
Delhi,15.58,Lower Usage,Yamaha,FZ V3,"$107,219.00 ",2015,842,501-1000 cc,Electric,98.92,First,2015,Active,Dealer,"$83,449.61 ",Tier 3
Tamil Nadu,26.27,Moderate Usage,Kawasaki,Versys 650,"$319,870.00 ",2016,842,501-1000 cc,Hybrid,99.2,Third,2023,Expired,Dealer,"$174,791.22 ",Tier 3
Punjab,8.37,Lower Usage,Yamaha,Ray ZR,"$312,575.00 ",2022,843,501-1000 cc,Petrol,39.29,First,2022,Expired,Dealer,"$170,844.69 ",Metro
Delhi,66.22,High Usage,Hero,HF Deluxe,"$293,004.00 ",2015,843,501-1000 cc,Petrol,53.24,First,2015,Not Available,Dealer,"$185,776.21 ",Tier 1
Maharashtra,62.47,High Usage,KTM,125 Duke,"$367,025.00 ",2024,843,501-1000 cc,Hybrid,76.94,Third,2024,Active,Individual,"$170,822.21 ",Tier 1
Delhi,41.33,High Usage,Bajaj,CT 100,"$382,314.00 ",2018,843,501-1000 cc,Electric,80.07,Third,2019,Active,Dealer,"$205,143.46 ",Tier 3
Rajasthan,13.92,Lower Usage,Honda,Unicorn,"$171,628.00 ",2017,843,501-1000 cc,Electric,90.41,Third,2024,Not Available,Dealer,"$109,812.79 ",Tier 2
Tamil Nadu,60.39,High Usage,Royal Enfield,Classic 350,"$317,158.00 ",2016,843,501-1000 cc,Hybrid,98.02,Third,2018,Not Available,Individual,"$153,618.07 ",Tier 3
Karnataka,8.69,Lower Usage,Hero,HF Deluxe,"$53,865.00 ",2022,844,501-1000 cc,Petrol,36.46,Second,2023,Not Available,Dealer,"$33,908.65 ",Tier 2
Karnataka,22.21,Moderate Usage,Kawasaki,Ninja 400,"$272,238.00 ",2017,844,501-1000 cc,Petrol,47.18,Third,2018,Expired,Individual,"$214,272.65 ",Tier 3
Madhya Pradesh,67.74,High Usage,TVS,NTorq 125,"$343,323.00 ",2015,844,501-1000 cc,Electric,66.04,Third,2023,Not Available,Dealer,"$141,063.35 ",Metro
West Bengal,62.6,High Usage,Hero,Splendor Plus,"$282,018.00 ",2021,844,501-1000 cc,Hybrid,69.29,Second,2023,Not Available,Individual,"$199,461.88 ",Tier 3
Gujarat,10.68,Lower Usage,TVS,Jupiter,"$129,154.00 ",2018,844,501-1000 cc,Electric,71.51,Third,2024,Expired,Individual,"$59,567.31 ",Tier 2
Karnataka,66.59,High Usage,Royal Enfield,Hunter 350,"$239,808.00 ",2018,844,501-1000 cc,Electric,79.84,Third,2019,Not Available,Individual,"$152,319.94 ",Metro
Rajasthan,54.51,High Usage,Hero,HF Deluxe,"$134,558.00 ",2018,844,501-1000 cc,Hybrid,82.98,Second,2021,Expired,Dealer,"$76,700.88 ",Metro
Rajasthan,54.96,High Usage,Yamaha,MT-15,"$158,719.00 ",2023,844,501-1000 cc,Hybrid,91.08,First,2023,Not Available,Individual,"$112,603.15 ",Tier 1
Maharashtra,16.04,Lower Usage,Hero,Xtreme 160R,"$175,520.00 ",2020,844,501-1000 cc,Electric,98.01,Third,2020,Expired,Dealer,"$82,271.17 ",Tier 3
Delhi,47.03,High Usage,TVS,NTorq 125,"$104,485.00 ",2023,845,501-1000 cc,Petrol,48.03,Second,2023,Not Available,Dealer,"$77,850.70 ",Tier 3
Gujarat,9.19,Lower Usage,Honda,Unicorn,"$87,199.00 ",2015,845,501-1000 cc,Petrol,48.38,Third,2024,Active,Individual,"$68,531.69 ",Tier 3
Punjab,18.83,Lower Usage,Kawasaki,Ninja 400,"$221,949.00 ",2021,845,501-1000 cc,Hybrid,69.55,Second,2021,Not Available,Dealer,"$111,384.18 ",Metro
Uttar Pradesh,61,High Usage,TVS,NTorq 125,"$255,759.00 ",2022,845,501-1000 cc,Hybrid,70.38,Second,2022,Not Available,Dealer,"$116,547.35 ",Tier 3
Karnataka,15.85,Lower Usage,Hero,HF Deluxe,"$222,928.00 ",2020,845,501-1000 cc,Electric,92.42,Second,2023,Expired,Individual,"$140,596.33 ",Tier 2
Maharashtra,16.92,Lower Usage,Bajaj,Dominar 400,"$78,804.00 ",2023,845,501-1000 cc,Hybrid,96.52,Third,2023,Active,Dealer,"$44,945.49 ",Tier 3
Madhya Pradesh,30.16,Moderate Usage,Kawasaki,Z650,"$270,838.00 ",2023,845,501-1000 cc,Hybrid,99.43,Third,2024,Active,Individual,"$129,139.63 ",Tier 1
Uttar Pradesh,62.63,High Usage,Honda,CBR 650R,"$70,261.00 ",2023,846,501-1000 cc,Petrol,34.43,Third,2024,Expired,Dealer,"$44,759.96 ",Metro
Rajasthan,78.04,High Usage,Yamaha,Fascino 125,"$276,609.00 ",2023,846,501-1000 cc,Petrol,36.62,First,2023,Active,Dealer,"$195,188.55 ",Metro
Delhi,33.52,Moderate Usage,KTM,125 Duke,"$185,156.00 ",2017,846,501-1000 cc,Petrol,47.94,First,2017,Not Available,Dealer,"$97,994.20 ",Tier 3
Maharashtra,61.27,High Usage,Honda,Dio,"$79,578.00 ",2024,846,501-1000 cc,Petrol,48.72,First,2024,Expired,Individual,"$56,690.73 ",Tier 1
Tamil Nadu,29.34,Moderate Usage,Royal Enfield,Hunter 350,"$138,083.00 ",2017,846,501-1000 cc,Petrol,53.62,First,2017,Not Available,Individual,"$98,133.03 ",Tier 3
Uttar Pradesh,34.1,Moderate Usage,Yamaha,R15 V4,"$288,431.00 ",2023,846,501-1000 cc,Petrol,59.72,First,2023,Expired,Individual,"$171,530.57 ",Metro
Uttar Pradesh,66.03,High Usage,Royal Enfield,Meteor 350,"$231,875.00 ",2019,846,501-1000 cc,Electric,62.85,First,2019,Expired,Individual,"$98,301.52 ",Tier 1
Punjab,11.46,Lower Usage,Honda,Shine,"$293,335.00 ",2016,846,501-1000 cc,Electric,68.42,Third,2017,Expired,Individual,"$232,158.42 ",Tier 1
Tamil Nadu,18.8,Lower Usage,Bajaj,Avenger 220,"$69,627.00 ",2021,846,501-1000 cc,Electric,75.27,First,2021,Active,Dealer,"$39,412.01 ",Tier 1
Madhya Pradesh,33.51,Moderate Usage,TVS,Apache RTR 160,"$177,076.00 ",2022,846,501-1000 cc,Electric,76.21,First,2022,Active,Dealer,"$119,438.61 ",Metro
Tamil Nadu,31.82,Moderate Usage,Honda,Shine,"$101,301.00 ",2015,846,501-1000 cc,Electric,82.88,Third,2021,Not Available,Dealer,"$72,183.44 ",Tier 2
Uttar Pradesh,74.6,High Usage,Hero,Xtreme 160R,"$59,283.00 ",2021,846,501-1000 cc,Electric,95.79,Second,2023,Expired,Individual,"$28,184.80 ",Tier 1
Delhi,63.52,High Usage,Honda,Unicorn,"$123,763.00 ",2017,846,501-1000 cc,Electric,97.4,Second,2021,Not Available,Dealer,"$97,547.24 ",Tier 2
Madhya Pradesh,53.6,High Usage,Hero,HF Deluxe,"$354,413.00 ",2021,847,501-1000 cc,Petrol,29.85,Second,2022,Not Available,Dealer,"$248,461.31 ",Metro
