State,Avg Daily Distance(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Rajasthan,11.22,Royal Enfield,Classic 350,"$256,449.00 ",2019,939,Electric,85.04,Third,2021,Active,Individual,"$113,427.35 ",Tier 2
Uttar Pradesh,77.83,Hero,Glamour,"$385,852.00 ",2021,939,Hybrid,86.57,First,2021,Expired,Dealer,"$298,481.16 ",Metro
Uttar Pradesh,63.97,Bajaj,Pulsar 150,"$202,659.00 ",2021,939,Hybrid,88.66,Third,2021,Not Available,Dealer,"$114,352.22 ",Tier 1
West Bengal,12.9,TVS,Sport,"$250,977.00 ",2022,939,Hybrid,97.34,Third,2023,Active,Individual,"$170,163.75 ",Metro
Gujarat,5.59,Yamaha,Ray ZR,"$313,878.00 ",2018,940,Petrol,25.9,First,2018,Not Available,Dealer,"$145,482.77 ",Tier 3
Karnataka,60.73,Yamaha,FZ V3,"$292,320.00 ",2018,940,Petrol,25.92,First,2018,Expired,Dealer,"$187,000.40 ",Metro
Delhi,58.85,Yamaha,MT-15,"$367,495.00 ",2021,940,Petrol,33.31,First,2021,Not Available,Dealer,"$207,348.58 ",Metro
Punjab,63.96,Bajaj,Platina 110,"$371,831.00 ",2015,940,Petrol,40.21,Third,2017,Active,Individual,"$250,779.09 ",Tier 3
Rajasthan,6.2,Yamaha,Fascino 125,"$279,507.00 ",2020,940,Petrol,57.54,First,2020,Not Available,Dealer,"$160,302.54 ",Metro
Maharashtra,35.33,Yamaha,FZ V3,"$377,848.00 ",2015,940,Electric,61.28,Second,2016,Active,Individual,"$256,433.19 ",Metro
Rajasthan,42.73,Bajaj,CT 100,"$300,772.00 ",2018,940,Hybrid,62.47,Third,2018,Not Available,Dealer,"$137,112.82 ",Tier 1
Rajasthan,52.06,Yamaha,Fascino 125,"$225,964.00 ",2024,940,Hybrid,68.56,Third,2024,Expired,Dealer,"$127,575.13 ",Tier 1
Tamil Nadu,45.22,KTM,RC 390,"$66,152.00 ",2018,940,Electric,69.23,Third,2019,Not Available,Individual,"$43,973.94 ",Tier 3
Punjab,46.42,Bajaj,Pulsar 150,"$230,023.00 ",2020,940,Electric,70.67,First,2020,Expired,Dealer,"$129,927.80 ",Tier 1
Uttar Pradesh,72.45,Honda,Shine,"$61,115.00 ",2023,940,Hybrid,70.9,First,2023,Expired,Dealer,"$38,545.56 ",Tier 1
Gujarat,55.47,Kawasaki,Versys 650,"$192,203.00 ",2018,940,Hybrid,71.81,Third,2018,Not Available,Individual,"$126,471.46 ",Tier 2
Uttar Pradesh,23.97,Kawasaki,Ninja 300,"$343,269.00 ",2015,940,Electric,73.43,Third,2019,Expired,Dealer,"$245,654.15 ",Tier 1
West Bengal,18.58,Kawasaki,Versys 650,"$270,588.00 ",2019,941,Petrol,29.85,Third,2021,Not Available,Dealer,"$191,804.11 ",Tier 3
Maharashtra,18.98,Bajaj,CT 100,"$231,909.00 ",2020,941,Petrol,30,Third,2023,Active,Dealer,"$117,063.60 ",Tier 3
Uttar Pradesh,79.97,KTM,Duke 200,"$164,915.00 ",2019,941,Petrol,35.4,First,2019,Active,Individual,"$71,473.39 ",Tier 1
Rajasthan,55.64,Kawasaki,Versys 650,"$247,653.00 ",2019,941,Electric,64.46,Third,2019,Active,Dealer,"$136,136.76 ",Metro
Maharashtra,42.78,Bajaj,CT 100,"$209,342.00 ",2023,941,Electric,67.18,Third,2024,Not Available,Individual,"$105,320.28 ",Tier 2
Uttar Pradesh,28,Royal Enfield,Interceptor 650,"$206,245.00 ",2018,941,Hybrid,76.04,Second,2024,Expired,Individual,"$90,144.01 ",Tier 2
Uttar Pradesh,13.74,Bajaj,CT 100,"$144,556.00 ",2019,941,Electric,92.16,First,2019,Not Available,Dealer,"$114,519.71 ",Tier 3
Madhya Pradesh,38.79,Yamaha,FZ V3,"$105,619.00 ",2015,941,Electric,93.76,First,2015,Active,Individual,"$48,288.00 ",Tier 3
Delhi,76.45,Bajaj,Dominar 400,"$302,655.00 ",2018,941,Electric,96.69,Third,2020,Expired,Individual,"$202,656.29 ",Tier 2
Delhi,47.24,Royal Enfield,Classic 350,"$345,359.00 ",2016,941,Hybrid,97.76,First,2016,Active,Dealer,"$247,980.63 ",Tier 3
Madhya Pradesh,26.56,Honda,CBR 650R,"$245,971.00 ",2024,942,Petrol,26.77,Third,2024,Not Available,Dealer,"$152,175.04 ",Tier 2
Delhi,72.1,TVS,Jupiter,"$396,472.00 ",2021,942,Petrol,32.86,Third,2024,Active,Dealer,"$269,387.72 ",Tier 3
Delhi,28.48,Hero,Xtreme 160R,"$77,832.00 ",2023,942,Electric,73.73,Third,2024,Not Available,Dealer,"$59,626.67 ",Tier 3
Uttar Pradesh,35.95,Yamaha,R15 V4,"$73,894.00 ",2022,942,Hybrid,74.95,First,2022,Expired,Individual,"$29,604.84 ",Tier 1
West Bengal,16.81,Yamaha,MT-15,"$197,595.00 ",2023,942,Electric,79.7,Second,2023,Not Available,Individual,"$115,930.86 ",Tier 3
Delhi,13.81,Honda,CBR 650R,"$62,559.00 ",2022,942,Hybrid,83.39,Second,2022,Not Available,Dealer,"$25,934.83 ",Tier 2
Tamil Nadu,51.99,Honda,Dio,"$348,475.00 ",2017,942,Electric,86.02,Third,2024,Active,Individual,"$249,092.13 ",Tier 2
Uttar Pradesh,45.83,Yamaha,Fascino 125,"$201,234.00 ",2019,942,Hybrid,86.22,Third,2020,Expired,Individual,"$133,245.76 ",Metro
Gujarat,56.46,Royal Enfield,Classic 350,"$332,044.00 ",2016,942,Electric,90.39,Second,2016,Expired,Individual,"$173,221.42 ",Tier 2
Punjab,27.91,Hero,Passion Pro,"$209,523.00 ",2020,942,Electric,99.9,Third,2020,Expired,Individual,"$100,330.46 ",Metro
Karnataka,69.81,Hero,HF Deluxe,"$242,673.00 ",2018,943,Petrol,27.34,Third,2020,Expired,Dealer,"$182,611.21 ",Tier 3
Uttar Pradesh,65.05,Royal Enfield,Hunter 350,"$76,129.00 ",2020,943,Petrol,30.55,First,2020,Expired,Individual,"$54,419.74 ",Tier 1
Punjab,57.53,Kawasaki,Vulcan S,"$257,354.00 ",2015,943,Petrol,33.19,Second,2020,Expired,Dealer,"$114,759.45 ",Tier 1
Gujarat,30.04,KTM,250 Duke,"$385,191.00 ",2024,943,Petrol,36.92,Third,2024,Expired,Individual,"$264,312.18 ",Tier 3
Uttar Pradesh,78.57,Royal Enfield,Classic 350,"$282,638.00 ",2022,943,Petrol,39.83,First,2022,Active,Dealer,"$166,357.24 ",Tier 1
West Bengal,7.79,Honda,Shine,"$303,323.00 ",2016,943,Petrol,56.54,Third,2019,Not Available,Individual,"$140,336.05 ",Metro
West Bengal,30.37,KTM,250 Duke,"$221,688.00 ",2023,943,Petrol,57.75,Second,2023,Active,Dealer,"$118,320.50 ",Tier 2
Maharashtra,16.46,Kawasaki,Versys 650,"$383,293.00 ",2024,943,Petrol,57.98,Third,2024,Active,Dealer,"$216,469.19 ",Metro
Maharashtra,50.45,TVS,Apache RTR 160,"$213,360.00 ",2023,943,Electric,63.7,Second,2023,Expired,Individual,"$132,374.64 ",Metro
Tamil Nadu,58.24,Bajaj,Dominar 400,"$87,726.00 ",2024,943,Hybrid,65.83,Third,2024,Expired,Dealer,"$44,181.50 ",Tier 1
Tamil Nadu,72.34,KTM,RC 390,"$368,938.00 ",2017,943,Electric,93.44,Second,2019,Expired,Dealer,"$287,319.53 ",Tier 2
Rajasthan,40.71,Bajaj,Platina 110,"$313,135.00 ",2017,943,Hybrid,99.38,First,2017,Not Available,Dealer,"$181,844.78 ",Metro
Karnataka,33.51,Honda,Shine,"$112,210.00 ",2022,944,Petrol,25.17,Third,2022,Not Available,Dealer,"$89,014.69 ",Metro
Uttar Pradesh,29.45,Kawasaki,Versys 650,"$355,329.00 ",2022,944,Petrol,48.55,Second,2024,Expired,Dealer,"$147,873.43 ",Metro
West Bengal,18.59,Yamaha,Fascino 125,"$206,005.00 ",2022,944,Petrol,49.54,First,2022,Active,Individual,"$156,970.81 ",Tier 1
Rajasthan,41.54,Kawasaki,Z650,"$103,124.00 ",2020,944,Petrol,49.66,First,2020,Active,Individual,"$54,690.32 ",Tier 1
Delhi,71.56,TVS,Sport,"$372,827.00 ",2017,944,Petrol,50.92,First,2017,Expired,Dealer,"$264,822.30 ",Tier 2
Punjab,76.83,Hero,Splendor Plus,"$133,890.00 ",2015,944,Hybrid,66.28,First,2015,Active,Individual,"$65,645.08 ",Metro
West Bengal,19.76,Bajaj,Platina 110,"$218,023.00 ",2017,944,Electric,70,Second,2020,Expired,Individual,"$144,379.38 ",Tier 3
Rajasthan,27.6,Kawasaki,Versys 650,"$324,927.00 ",2015,944,Hybrid,82.26,Third,2017,Not Available,Dealer,"$166,120.66 ",Tier 1
Uttar Pradesh,33.84,TVS,Apache RTR 160,"$248,670.00 ",2016,944,Electric,85.4,Third,2019,Active,Dealer,"$179,547.58 ",Metro
Tamil Nadu,52.38,Royal Enfield,Hunter 350,"$54,167.00 ",2021,944,Hybrid,86.71,Second,2024,Expired,Individual,"$40,484.17 ",Tier 2
Rajasthan,64.19,Yamaha,R15 V4,"$220,228.00 ",2020,944,Electric,95,First,2020,Expired,Dealer,"$168,149.98 ",Tier 1
Punjab,65.92,TVS,Ronin,"$257,631.00 ",2022,945,Petrol,32.68,Second,2022,Not Available,Dealer,"$135,359.93 ",Tier 1
Punjab,20.07,KTM,Duke 200,"$272,342.00 ",2024,945,Petrol,50.42,First,2024,Active,Dealer,"$166,198.83 ",Tier 2
Uttar Pradesh,47.81,Yamaha,FZ V3,"$104,895.00 ",2018,945,Petrol,55.57,First,2018,Active,Individual,"$49,617.56 ",Tier 2
Madhya Pradesh,31.23,Kawasaki,Ninja 400,"$148,766.00 ",2021,945,Hybrid,72.19,Third,2022,Expired,Dealer,"$95,250.78 ",Tier 2
Uttar Pradesh,79.48,TVS,NTorq 125,"$353,654.00 ",2022,945,Hybrid,77.25,First,2022,Expired,Individual,"$275,124.30 ",Metro
Madhya Pradesh,47.68,Yamaha,FZ V3,"$53,845.00 ",2015,945,Electric,80.56,First,2015,Active,Individual,"$40,888.83 ",Tier 1
Tamil Nadu,8.76,TVS,Apache RTR 160,"$83,706.00 ",2020,945,Electric,87.49,First,2020,Not Available,Individual,"$65,190.80 ",Tier 3
Delhi,36.71,TVS,Apache RTR 160,"$56,938.00 ",2023,945,Hybrid,94.62,Second,2023,Not Available,Dealer,"$39,769.58 ",Metro
Madhya Pradesh,31.67,Honda,Activa,"$113,254.00 ",2021,946,Petrol,33.23,First,2021,Active,Dealer,"$61,775.01 ",Tier 3
Uttar Pradesh,31.51,Royal Enfield,Hunter 350,"$198,732.00 ",2023,946,Petrol,33.45,Second,2023,Active,Individual,"$87,317.61 ",Tier 1
Karnataka,41.82,Bajaj,Platina 110,"$173,532.00 ",2021,946,Petrol,48.08,Third,2024,Active,Individual,"$122,543.83 ",Tier 3
Delhi,21.35,KTM,390 Adventure,"$224,084.00 ",2024,946,Hybrid,72.38,Second,2024,Not Available,Dealer,"$110,565.13 ",Tier 3
Karnataka,5.31,TVS,Ronin,"$106,083.00 ",2016,946,Hybrid,72.74,Second,2021,Active,Dealer,"$62,930.34 ",Tier 1
Tamil Nadu,46.82,Honda,CBR 650R,"$388,477.00 ",2024,946,Electric,75.4,Second,2024,Not Available,Dealer,"$281,792.69 ",Tier 1
Madhya Pradesh,9.27,Honda,Dio,"$65,502.00 ",2015,946,Electric,78.99,Third,2017,Not Available,Dealer,"$35,207.64 ",Tier 3
Rajasthan,37.96,Bajaj,Avenger 220,"$320,924.00 ",2020,946,Electric,79.91,First,2020,Not Available,Individual,"$204,232.25 ",Tier 1
Uttar Pradesh,10.01,Honda,CBR 650R,"$150,590.00 ",2015,946,Hybrid,88.66,First,2015,Not Available,Individual,"$107,487.02 ",Tier 3
West Bengal,18.91,Honda,Shine,"$368,606.00 ",2021,946,Hybrid,95.61,Second,2024,Active,Individual,"$224,873.75 ",Tier 2
Uttar Pradesh,67.17,Hero,Splendor Plus,"$352,469.00 ",2017,946,Hybrid,96.68,First,2017,Active,Dealer,"$242,312.55 ",Tier 3
Delhi,78.88,Yamaha,Fascino 125,"$386,630.00 ",2020,946,Hybrid,97.92,Second,2024,Active,Dealer,"$307,751.33 ",Tier 2
Rajasthan,33.27,Kawasaki,Z650,"$358,817.00 ",2018,947,Petrol,28.47,First,2018,Expired,Dealer,"$258,793.01 ",Tier 1
Rajasthan,28.94,Royal Enfield,Meteor 350,"$376,144.00 ",2024,947,Petrol,32.91,Third,2024,Active,Dealer,"$274,298.37 ",Tier 3
Delhi,36.8,TVS,Jupiter,"$259,405.00 ",2015,947,Petrol,37.45,Second,2020,Active,Dealer,"$158,828.49 ",Tier 1
Gujarat,32.66,Kawasaki,Ninja 300,"$133,756.00 ",2016,947,Petrol,46.56,First,2016,Expired,Individual,"$83,168.61 ",Tier 3
Uttar Pradesh,22.75,Hero,Xtreme 160R,"$101,368.00 ",2021,947,Petrol,51.82,Second,2021,Active,Dealer,"$65,963.07 ",Tier 3
Delhi,23.98,TVS,Jupiter,"$190,741.00 ",2016,947,Hybrid,76.09,Second,2016,Expired,Individual,"$142,314.34 ",Tier 3
Gujarat,24.27,Yamaha,MT-15,"$119,176.00 ",2019,947,Electric,83.48,Third,2023,Expired,Individual,"$56,289.11 ",Metro
Uttar Pradesh,30.1,Honda,Unicorn,"$385,360.00 ",2017,947,Electric,91.38,First,2017,Expired,Individual,"$224,537.99 ",Tier 3
Rajasthan,37.14,Honda,Unicorn,"$204,729.00 ",2016,947,Electric,93.57,Second,2020,Not Available,Dealer,"$97,143.62 ",Metro
Madhya Pradesh,38.44,Hero,Glamour,"$110,183.00 ",2020,948,Petrol,29.14,Third,2021,Expired,Dealer,"$77,592.06 ",Tier 2
Tamil Nadu,57.96,KTM,250 Duke,"$332,860.00 ",2018,948,Petrol,36.24,Second,2023,Active,Dealer,"$213,065.80 ",Tier 2
Tamil Nadu,23.44,Hero,HF Deluxe,"$66,642.00 ",2018,948,Petrol,36.76,Third,2024,Active,Dealer,"$41,994.89 ",Tier 3
Tamil Nadu,63.51,Royal Enfield,Meteor 350,"$347,659.00 ",2018,948,Petrol,44.93,Third,2022,Active,Individual,"$182,421.13 ",Tier 2
Punjab,8.29,Yamaha,Fascino 125,"$150,642.00 ",2022,948,Electric,60.1,Second,2022,Not Available,Individual,"$109,575.05 ",Tier 3
Uttar Pradesh,42.81,Bajaj,Avenger 220,"$183,637.00 ",2021,948,Electric,60.2,First,2021,Not Available,Individual,"$139,044.42 ",Tier 1
Karnataka,74.18,Hero,Xtreme 160R,"$288,733.00 ",2019,948,Electric,66.38,Third,2021,Not Available,Dealer,"$226,083.00 ",Metro
Punjab,52.99,Yamaha,Ray ZR,"$83,757.00 ",2020,948,Hybrid,68.5,Third,2024,Expired,Individual,"$56,735.74 ",Tier 3
Gujarat,60.5,Hero,Passion Pro,"$305,749.00 ",2024,948,Electric,70.02,First,2024,Not Available,Dealer,"$133,661.66 ",Tier 3
Tamil Nadu,47.96,KTM,RC 390,"$382,869.00 ",2020,948,Electric,84.15,Third,2024,Expired,Dealer,"$159,084.16 ",Tier 1
Uttar Pradesh,7.48,Bajaj,Avenger 220,"$63,536.00 ",2021,948,Electric,86.73,Third,2023,Expired,Dealer,"$25,875.87 ",Tier 2
Delhi,55.05,Bajaj,Avenger 220,"$193,745.00 ",2018,948,Hybrid,97.33,Second,2022,Active,Dealer,"$96,319.54 ",Tier 1
Tamil Nadu,54.33,Yamaha,R15 V4,"$56,728.00 ",2019,949,Petrol,25.01,Third,2022,Active,Dealer,"$28,811.47 ",Tier 1
Tamil Nadu,13.72,Bajaj,Pulsar 150,"$377,156.00 ",2015,949,Petrol,29.25,First,2015,Not Available,Individual,"$202,845.77 ",Metro
Punjab,47.49,Yamaha,Fascino 125,"$312,772.00 ",2019,949,Petrol,38.79,First,2019,Active,Individual,"$188,486.90 ",Tier 3
Uttar Pradesh,78.29,KTM,RC 390,"$183,707.00 ",2024,949,Petrol,57.24,First,2024,Expired,Dealer,"$92,750.95 ",Metro
Uttar Pradesh,14.4,Yamaha,Fascino 125,"$177,471.00 ",2023,949,Hybrid,69.92,Second,2024,Not Available,Dealer,"$120,126.81 ",Tier 3
West Bengal,52.39,Honda,Activa,"$198,683.00 ",2019,949,Hybrid,78.74,Third,2022,Not Available,Dealer,"$147,330.52 ",Tier 2
Maharashtra,6.47,KTM,125 Duke,"$145,177.00 ",2024,949,Hybrid,80.76,Second,2024,Expired,Individual,"$101,848.15 ",Metro
Punjab,79.96,Honda,CBR 650R,"$325,892.00 ",2016,949,Electric,84.82,First,2016,Not Available,Individual,"$232,294.52 ",Metro
Rajasthan,60.97,KTM,RC 390,"$320,109.00 ",2022,949,Hybrid,84.9,First,2022,Not Available,Individual,"$163,433.12 ",Metro
West Bengal,31.36,Hero,Splendor Plus,"$365,951.00 ",2022,949,Hybrid,84.98,Third,2024,Not Available,Individual,"$241,566.90 ",Tier 3
Punjab,13.05,Honda,Unicorn,"$226,933.00 ",2020,949,Electric,86.33,Third,2021,Active,Dealer,"$177,123.12 ",Tier 1
Gujarat,53.87,Hero,Xtreme 160R,"$201,019.00 ",2024,949,Hybrid,89.38,Third,2024,Not Available,Dealer,"$119,320.18 ",Tier 3
Gujarat,20.67,Royal Enfield,Himalayan,"$154,715.00 ",2017,949,Electric,89.77,First,2017,Active,Dealer,"$118,029.16 ",Tier 2
Karnataka,52.02,Hero,Glamour,"$160,814.00 ",2017,949,Electric,98.83,Second,2018,Active,Individual,"$79,461.70 ",Tier 3
Uttar Pradesh,68.8,Hero,Passion Pro,"$255,201.00 ",2019,949,Electric,99.4,Third,2024,Active,Individual,"$143,366.08 ",Tier 1
Maharashtra,55.53,Royal Enfield,Meteor 350,"$81,223.00 ",2020,950,Petrol,27.43,Second,2023,Expired,Dealer,"$59,929.19 ",Tier 3
Gujarat,64.59,KTM,250 Duke,"$327,767.00 ",2017,950,Petrol,41.51,Second,2021,Expired,Individual,"$232,487.38 ",Tier 3
Punjab,21.6,Honda,Unicorn,"$96,788.00 ",2017,950,Petrol,48.73,Third,2017,Active,Dealer,"$64,131.64 ",Tier 1
Tamil Nadu,67.42,TVS,NTorq 125,"$87,867.00 ",2018,950,Electric,60.07,First,2018,Not Available,Individual,"$51,654.00 ",Metro
West Bengal,33.93,Hero,Glamour,"$398,569.00 ",2022,950,Hybrid,60.88,Second,2022,Active,Individual,"$310,844.97 ",Metro
West Bengal,20.59,KTM,Duke 200,"$291,700.00 ",2017,950,Electric,64.54,First,2017,Not Available,Individual,"$209,068.67 ",Tier 2
Rajasthan,57.39,KTM,125 Duke,"$166,909.00 ",2018,950,Electric,67.31,Second,2019,Active,Individual,"$98,156.29 ",Tier 1
West Bengal,64.39,Honda,Shine,"$152,676.00 ",2022,950,Hybrid,68.36,Third,2022,Expired,Individual,"$104,479.19 ",Metro
Uttar Pradesh,44.39,Yamaha,MT-15,"$181,589.00 ",2015,950,Hybrid,71.73,Second,2023,Not Available,Individual,"$128,476.60 ",Tier 2
Rajasthan,59.86,Hero,Xtreme 160R,"$120,981.00 ",2020,950,Electric,79.45,First,2020,Expired,Dealer,"$78,997.65 ",Tier 3
Madhya Pradesh,66.9,TVS,NTorq 125,"$190,264.00 ",2022,950,Hybrid,81.43,First,2022,Expired,Dealer,"$78,046.59 ",Tier 1
Tamil Nadu,32.82,Hero,Passion Pro,"$370,501.00 ",2019,950,Electric,82.01,Second,2019,Not Available,Dealer,"$153,246.94 ",Tier 1
Karnataka,49.56,TVS,Sport,"$218,038.00 ",2019,950,Hybrid,83.75,First,2019,Expired,Dealer,"$165,571.72 ",Metro
Madhya Pradesh,18.99,Honda,Unicorn,"$360,048.00 ",2016,950,Hybrid,85.28,Third,2019,Active,Individual,"$202,920.32 ",Tier 1
Gujarat,34.4,Honda,Activa,"$88,151.00 ",2021,950,Electric,89.39,First,2021,Expired,Individual,"$51,206.31 ",Tier 1
Madhya Pradesh,55.77,Honda,Shine,"$368,852.00 ",2016,950,Hybrid,91.04,Second,2022,Expired,Dealer,"$219,933.26 ",Tier 3
Gujarat,49.81,Kawasaki,Versys 650,"$188,452.00 ",2022,950,Electric,97.43,Third,2022,Active,Individual,"$116,702.44 ",Tier 2
Uttar Pradesh,29.22,Yamaha,R15 V4,"$359,362.00 ",2018,950,Hybrid,98.97,Third,2018,Expired,Individual,"$195,234.69 ",Tier 3
Uttar Pradesh,22,Hero,Passion Pro,"$193,758.00 ",2016,951,Petrol,26.62,Second,2017,Active,Dealer,"$77,891.66 ",Metro
Rajasthan,7.12,Bajaj,Platina 110,"$246,749.00 ",2019,951,Petrol,36.16,Second,2024,Expired,Dealer,"$128,048.12 ",Metro
Gujarat,5.17,Yamaha,R15 V4,"$159,492.00 ",2022,951,Petrol,41.82,Third,2022,Expired,Dealer,"$93,516.01 ",Tier 1
Maharashtra,57.66,Royal Enfield,Classic 350,"$389,025.00 ",2017,951,Petrol,44.23,First,2017,Active,Individual,"$189,147.72 ",Metro
West Bengal,44.56,Kawasaki,Ninja 300,"$354,260.00 ",2018,951,Petrol,53.74,First,2018,Active,Dealer,"$214,348.10 ",Metro
Madhya Pradesh,12,Kawasaki,Vulcan S,"$227,615.00 ",2022,951,Hybrid,73.85,Third,2024,Active,Dealer,"$120,338.32 ",Tier 3
Gujarat,5.33,Yamaha,MT-15,"$53,212.00 ",2015,951,Electric,76.75,First,2015,Not Available,Individual,"$42,229.69 ",Metro
Uttar Pradesh,62.47,Royal Enfield,Interceptor 650,"$76,811.00 ",2015,951,Electric,78.03,Third,2015,Active,Dealer,"$41,100.16 ",Tier 2
Maharashtra,21.46,TVS,Sport,"$232,597.00 ",2019,951,Hybrid,82.04,First,2019,Expired,Individual,"$104,223.81 ",Metro
West Bengal,17.9,Hero,Splendor Plus,"$162,570.00 ",2015,951,Electric,85.49,First,2015,Active,Dealer,"$84,489.67 ",Tier 2
Gujarat,72.84,KTM,Duke 200,"$55,020.00 ",2018,951,Electric,86.22,Third,2023,Expired,Dealer,"$40,277.24 ",Tier 1
Rajasthan,47.84,KTM,125 Duke,"$166,799.00 ",2019,951,Electric,88.87,First,2019,Expired,Individual,"$103,353.41 ",Tier 1
Karnataka,79.37,Hero,HF Deluxe,"$251,977.00 ",2019,951,Hybrid,89.18,Second,2024,Expired,Dealer,"$120,289.75 ",Tier 2
Uttar Pradesh,67.16,TVS,Sport,"$343,008.00 ",2018,951,Electric,98.35,Third,2022,Expired,Individual,"$250,223.09 ",Tier 2
Delhi,8.22,Royal Enfield,Classic 350,"$302,087.00 ",2018,951,Electric,99.55,First,2018,Expired,Dealer,"$185,141.44 ",Metro
Uttar Pradesh,78.85,KTM,390 Adventure,"$229,033.00 ",2015,952,Petrol,45.91,Second,2021,Expired,Individual,"$93,810.95 ",Tier 3
West Bengal,41.9,Yamaha,Fascino 125,"$165,785.00 ",2020,952,Petrol,50.36,Third,2023,Not Available,Individual,"$75,378.65 ",Tier 3
Karnataka,5.02,Kawasaki,Ninja 400,"$234,978.00 ",2018,952,Petrol,52.21,Second,2024,Active,Dealer,"$157,273.45 ",Metro
Madhya Pradesh,64.29,Hero,Splendor Plus,"$106,311.00 ",2021,952,Electric,62.44,Second,2022,Not Available,Individual,"$64,459.31 ",Tier 3
Delhi,9.5,Hero,Glamour,"$355,958.00 ",2018,952,Electric,80.19,Third,2020,Expired,Dealer,"$147,271.72 ",Tier 1
West Bengal,37.01,Hero,Passion Pro,"$168,168.00 ",2016,952,Electric,83.77,Third,2021,Expired,Individual,"$102,694.00 ",Tier 3
Uttar Pradesh,74.32,KTM,250 Duke,"$129,860.00 ",2021,952,Electric,85.83,Third,2022,Not Available,Dealer,"$94,229.64 ",Tier 2
West Bengal,22.86,Yamaha,MT-15,"$257,623.00 ",2016,952,Hybrid,87.52,Second,2019,Expired,Individual,"$200,373.77 ",Tier 1
Uttar Pradesh,30.89,Hero,Glamour,"$361,781.00 ",2018,952,Electric,95.16,First,2018,Not Available,Dealer,"$285,745.05 ",Tier 3
Maharashtra,7.99,Honda,Shine,"$316,380.00 ",2018,953,Petrol,30.41,Second,2024,Not Available,Individual,"$166,804.08 ",Metro
Maharashtra,49.59,Bajaj,CT 100,"$359,641.00 ",2015,953,Petrol,35.94,Third,2021,Not Available,Dealer,"$176,119.75 ",Tier 1
Delhi,6.85,Bajaj,Platina 110,"$281,949.00 ",2021,953,Petrol,36.19,Third,2022,Not Available,Individual,"$120,436.92 ",Tier 3
Punjab,34.78,Kawasaki,Ninja 400,"$68,970.00 ",2024,953,Petrol,43.45,First,2024,Active,Dealer,"$47,517.09 ",Metro
Maharashtra,31.7,Bajaj,Pulsar 150,"$355,971.00 ",2017,953,Petrol,46.8,Second,2020,Expired,Individual,"$178,523.80 ",Metro
Punjab,41.05,Yamaha,MT-15,"$70,854.00 ",2016,953,Electric,68.04,First,2016,Not Available,Dealer,"$46,261.22 ",Metro
Rajasthan,45.74,KTM,125 Duke,"$72,976.00 ",2015,953,Hybrid,78.05,Second,2015,Active,Individual,"$38,769.92 ",Metro
Punjab,38,Bajaj,Platina 110,"$348,867.00 ",2022,953,Electric,80.92,Second,2022,Not Available,Dealer,"$232,935.81 ",Tier 2
Punjab,79.88,Royal Enfield,Hunter 350,"$389,349.00 ",2022,953,Hybrid,88.92,First,2022,Active,Dealer,"$209,416.57 ",Tier 3
Madhya Pradesh,75.7,Yamaha,FZ V3,"$177,150.00 ",2024,953,Electric,89.6,Second,2024,Expired,Dealer,"$137,990.34 ",Metro
Madhya Pradesh,23.88,Royal Enfield,Classic 350,"$157,607.00 ",2018,953,Hybrid,95.16,Second,2023,Active,Individual,"$101,656.91 ",Tier 2
Delhi,15.01,KTM,Duke 200,"$358,293.00 ",2016,953,Electric,96.87,Third,2024,Not Available,Dealer,"$226,495.96 ",Tier 3
Maharashtra,17.95,Royal Enfield,Classic 350,"$214,749.00 ",2023,954,Petrol,25.4,Second,2024,Active,Dealer,"$124,479.18 ",Tier 3
Maharashtra,78.03,Bajaj,CT 100,"$169,164.00 ",2015,954,Petrol,27.25,Second,2022,Not Available,Individual,"$79,750.91 ",Metro
Delhi,63.96,Yamaha,Fascino 125,"$327,881.00 ",2016,954,Petrol,28.25,First,2016,Expired,Individual,"$192,734.38 ",Metro
Madhya Pradesh,57.96,Honda,CBR 650R,"$253,143.00 ",2016,954,Petrol,36.96,Third,2024,Expired,Dealer,"$168,614.56 ",Metro
Punjab,12.37,Bajaj,Dominar 400,"$357,049.00 ",2015,954,Petrol,46.47,First,2015,Not Available,Individual,"$180,899.74 ",Metro
West Bengal,11.51,Yamaha,R15 V4,"$61,536.00 ",2015,954,Petrol,54,Second,2017,Not Available,Dealer,"$44,712.89 ",Tier 3
Karnataka,74.59,Yamaha,Ray ZR,"$396,806.00 ",2018,954,Petrol,54.56,First,2018,Not Available,Dealer,"$174,047.20 ",Tier 2
Gujarat,29.86,Hero,Xtreme 160R,"$307,074.00 ",2023,954,Electric,65.08,First,2023,Not Available,Individual,"$238,951.38 ",Metro
Uttar Pradesh,6.87,KTM,Duke 200,"$398,562.00 ",2015,954,Hybrid,69.78,Second,2018,Expired,Dealer,"$297,504.05 ",Metro
Punjab,26.68,Bajaj,CT 100,"$349,108.00 ",2023,954,Hybrid,74.74,Second,2023,Not Available,Dealer,"$254,974.76 ",Tier 3
Karnataka,13.98,Honda,Activa,"$113,947.00 ",2022,954,Hybrid,79.39,Third,2023,Expired,Individual,"$52,066.94 ",Metro
